C,A,0,45,S,0,COIL,0.301,610,0,0,3
C,A,0,85,?,0,SHEET,1,610,762,0,U
C,R,0,0,S,0,SHEET,1.6,500,762,0,3
C,?,0,0,S,0,SHEET,0.301,515,610,0,3
C,A,0,0,?,0,SHEET,1.2,335,611,0,5
C,R,0,0,S,0,SHEET,0.8,1320,762,0,2
C,A,0,0,S,0,COIL,0.4,20,0,0,3
C,A,0,0,?,0,COIL,0.6,250,0,0,5
C,A,0,70,?,0,COIL,0.801,610,0,600,3
C,R,0,0,S,0,COIL,3.5,610,0,600,3
C,?,0,0,S,0,SHEET,0.699,610,762,0,3
C,R,0,0,S,0,COIL,0.799,1300,0,0,3
C,A,4,0,?,0,COIL,0.5,1130,0,0,3
C,R,0,0,S,0,SHEET,0.6,609,612,0,3
C,?,0,0,?,500,SHEET,1.6,609.9,4880,0,2
C,A,0,0,S,0,COIL,0.601,1320,0,0,3
C,A,0,70,?,0,COIL,2,1250,0,0,3
C,R,0,0,S,0,SHEET,3.2,1320,4880,0,3
C,A,0,45,S,0,COIL,0.7,610,0,0,3
C,A,0,0,S,0,SHEET,0.6,610,762,0,3
C,V,0,0,S,0,SHEET,1.599,610,1,0,2
C,A,0,50,?,0,COIL,0.8,609.9,0,0,3
C,R,0,0,S,0,SHEET,1.6,610,4880,0,3
C,K,45,0,?,0,COIL,3.2,640,0,600,3
C,R,0,0,S,0,SHEET,0.8,1320,4880,0,2
C,A,0,0,S,0,COIL,1.6,610,0,0,3
C,M,0,0,?,600,COIL,1.6,1090,0,0,2
C,?,0,0,A,0,COIL,0.5,610,0,0,5
C,A,10,0,?,0,COIL,1.201,1320,0,0,U
C,?,0,0,S,0,SHEET,0.3,610,762,0,3
C,A,0,0,S,0,SHEET,0.7,1320.1,4880,0,3
C,A,0,0,S,0,SHEET,0.7,610,4880,0,3
C,K,55,0,?,0,COIL,1.5,640,0,0,3
C,A,0,45,S,0,SHEET,0.599,609.9,4880,0,3
C,R,0,0,S,0,SHEET,0.8,610,762,0,2
C,A,0,0,?,0,SHEET,1.6,610,761,0,5
C,A,0,0,?,0,COIL,0.6,610,0,0,5
C,R,0,0,S,0,SHEET,1.599,610,4880,0,2
C,R,0,0,S,0,SHEET,2,610,612,0,2
C,R,0,0,?,500,SHEET,1,610,4880,0,3
C,A,0,0,S,0,SHEET,0.999,610,762,0,3
C,A,0,0,S,0,SHEET,0.699,610,761,0,3
C,R,6,0,?,0,COIL,0.5,25,0,0,3
C,A,0,45,S,0,SHEET,0.7,610,762,0,3
C,A,0,45,S,0,COIL,1.6,610,0,0,3
C,A,0,0,?,0,SHEET,0.5,1220,4880,0,5
C,R,0,0,S,0,SHEET,0.7,1300,4880,0,3
C,A,0,0,S,0,SHEET,0.7,609.9,762,0,3
C,?,0,0,S,0,COIL,0.7,1320,0,0,3
C,A,0,70,?,0,COIL,0.8,50,0,0,3
C,A,0,0,?,0,SHEET,0.6,1220,761,0,5
C,R,0,0,S,0,SHEET,0.699,610,4880,0,3
C,R,0,0,?,500,SHEET,1,1100,762,0,3
C,M,0,0,?,600,COIL,1.6,1090,0,0,2
C,A,0,85,?,0,COIL,3.2,610,0,0,U
C,A,0,45,S,0,SHEET,0.599,520,4880,0,3
C,R,0,0,A,0,COIL,0.25,20,0,0,3
C,S,0,0,?,400,COIL,0.8,75,0,0,1
C,R,0,0,S,0,SHEET,0.699,610,4880,0,3
C,A,0,0,S,0,SHEET,0.7,1300,4880,0,3
C,A,0,45,S,0,COIL,0.699,1320,0,0,3
C,A,4,0,?,0,COIL,1,1130,0,0,3
C,?,0,50,?,0,COIL,0.451,1320,0,0,3
C,A,0,0,?,0,COIL,1.6,1220,0,0,5
C,W,0,0,?,310,COIL,1.599,1275,0,0,3
C,A,0,0,?,0,SHEET,1.6,610,4880,0,5
C,R,0,0,S,0,COIL,1.599,610,0,0,2
C,R,0,0,S,0,SHEET,2,610,4170,0,2
C,R,0,0,S,0,COIL,1.2,1220,0,0,3
C,K,45,0,?,0,COIL,1.09,610,0,0,3
C,R,0,0,S,0,SHEET,1.599,1300,762,0,2
C,V,0,0,S,0,COIL,1.201,1525,0,0,2
C,K,55,0,?,0,COIL,1.1,900,0,0,3
C,R,0,0,S,0,SHEET,2,1525,612,0,2
C,A,0,0,S,0,COIL,3.5,610,0,600,3
C,A,0,50,?,0,COIL,0.6,610,0,0,3
C,A,0,0,?,0,COIL,1.6,610,0,0,5
C,W,0,0,?,310,SHEET,2.5,610,4880,0,3
C,A,0,60,?,0,COIL,0.6,50,0,0,3
C,A,0,45,S,0,SHEET,0.699,1320,760,0,3
C,R,0,0,A,0,COIL,0.4,58,0,0,3
C,R,0,0,S,0,COIL,3.2,609.9,0,0,3
C,?,0,0,A,0,COIL,0.7,1320,0,0,3
C,A,0,50,?,0,COIL,1.6,1250,0,0,3
C,R,0,0,S,0,SHEET,1.601,830,881,0,2
C,M,0,0,?,350,COIL,0.9,1320,0,0,3
C,V,0,0,S,0,COIL,2,1525,0,0,2
C,A,0,0,S,0,SHEET,0.699,520,762,0,3
C,A,0,60,?,0,COIL,0.8,710.1,0,0,3
C,A,0,50,?,0,COIL,0.6,610,0,0,3
C,R,0,0,?,500,COIL,1.6,1320,0,0,3
C,R,0,0,S,0,SHEET,0.6,610,4880,0,3
C,A,0,0,S,0,SHEET,1.6,1320,1000,0,3
C,A,0,0,S,0,SHEET,0.7,610,4880,0,3
C,A,0,45,S,0,COIL,0.699,1320,0,0,3
C,A,0,85,?,0,COIL,3.201,1000,0,600,U
C,A,0,0,?,0,SHEET,0.6,1220,4880,0,5
C,A,0,0,S,0,COIL,1,75,0,0,3
C,?,0,0,A,0,COIL,1.6,1220,0,0,5
C,A,0,0,S,0,COIL,3.2,609.9,0,0,3
C,R,0,0,S,0,COIL,0.7,1320,0,0,3
C,A,0,70,?,0,COIL,2.5,609.9,0,0,3
C,A,0,0,S,0,SHEET,0.699,609.9,0,0,3
C,R,0,0,S,0,SHEET,3.2,610,1000,0,3
C,R,0,0,S,0,COIL,0.9,966.1,0,0,3
C,A,0,0,S,0,COIL,1.001,610,0,0,3
C,R,0,0,S,0,SHEET,0.601,375,612,0,3
C,A,0,0,?,0,COIL,0.8,50,0,0,5
C,K,45,0,?,0,COIL,0.6,610,0,0,3
C,A,0,0,S,0,COIL,3.2,1320,0,0,3
C,A,0,0,?,0,SHEET,0.6,610,4880,0,5
C,A,0,0,S,0,SHEET,0.999,1220,762,0,3
C,R,0,0,S,0,COIL,1.6,50,0,0,2
C,A,0,0,S,0,SHEET,1.2,335,4170,0,3
C,A,0,0,S,0,SHEET,1.2,1250,4880,0,3
C,W,0,0,?,310,COIL,2.5,1274.9,0,600,3
C,R,0,0,S,0,COIL,0.7,610,0,0,3
C,V,0,0,S,0,SHEET,0.8,1320,1,0,2
C,A,0,85,?,0,COIL,3.2,609.9,0,0,U
C,A,0,0,?,0,COIL,1.6,50,0,0,5
C,A,0,0,S,0,SHEET,0.699,610,4880,0,3
C,A,0,0,S,0,SHEET,1.599,1300,4880,0,3
C,A,0,0,S,0,SHEET,0.7,610,4880,0,3
C,A,0,0,S,0,COIL,0.6,1320,0,0,3
C,?,0,0,A,0,SHEET,0.301,610,4880,0,3
C,A,0,0,S,0,SHEET,0.6,1220,762,0,3
C,R,0,0,?,300,COIL,0.8,915.1,0,0,1
C,A,0,85,?,0,COIL,4,1000,0,600,U
C,K,65,0,?,0,COIL,1.5,640,0,0,3
C,A,0,0,?,0,SHEET,1.2,335,612,0,5
C,A,0,0,S,0,SHEET,0.6,520,4880,0,3
C,A,0,0,S,0,COIL,1.6,1320,0,0,3
C,R,0,0,S,0,COIL,3.2,1320,0,0,3
C,A,0,0,S,0,COIL,0.4,20,0,0,3
C,A,0,0,S,0,SHEET,0.3,610,4880,0,3
C,A,0,0,S,0,SHEET,0.6,610,4880,0,3
C,A,0,0,S,0,SHEET,0.699,520,4880,0,3
C,A,0,45,S,0,SHEET,0.3,610,762,0,3
C,R,0,0,S,0,COIL,0.699,610,0,0,3
C,R,0,0,S,0,SHEET,3.2,610,762,0,3
C,A,0,50,?,0,COIL,0.6,1250,0,0,3
C,A,0,0,S,0,COIL,1.6,1320,0,0,3
C,A,0,0,S,0,SHEET,0.3,1320,762,0,3
C,R,0,0,S,0,SHEET,0.699,610,762,0,3
C,R,0,0,S,0,COIL,0.901,966.1,0,0,3
C,R,0,0,S,0,SHEET,0.3,595,4880,0,3
C,A,0,0,S,0,SHEET,0.6,1220,4880,0,3
C,A,0,0,S,0,SHEET,0.699,609.9,4880,0,3
C,S,70,0,?,0,SHEET,2,1000,4880,0,3
C,A,0,0,S,0,SHEET,1,610,4880,0,3
C,?,0,0,S,0,COIL,3.2,60,0,0,3
C,K,55,0,?,0,COIL,1,900,0,0,3
C,A,0,45,S,0,COIL,0.7,1320,0,0,3
C,R,0,0,S,0,COIL,1.6,1320,0,0,3
C,A,0,45,S,0,SHEET,1.6,610,762,0,3
C,K,55,0,?,0,COIL,2.3,900,0,500,3
C,R,0,0,S,0,SHEET,0.8,1300,762,0,2
C,?,0,0,A,0,SHEET,0.301,1320,4880,0,3
C,A,0,50,?,0,COIL,0.601,610,0,0,3
C,R,0,0,S,0,SHEET,3.2,1320,762,0,3
C,M,0,0,?,600,COIL,1.3,1090,0,0,2
C,A,0,0,S,0,SHEET,0.699,520,4880,0,3
C,M,0,0,?,600,SHEET,0.9,610,1220,0,2
C,R,0,0,S,0,SHEET,3.2,1300,762,0,3
C,M,0,0,?,350,COIL,1.399,609.9,0,0,3
C,R,0,0,S,0,SHEET,1.599,610,761,0,2
C,A,0,0,S,0,COIL,0.699,610,0,0,3
C,R,0,0,S,0,COIL,0.7,1220,0,0,3
C,R,0,0,S,0,COIL,0.699,1320,0,0,3
C,A,0,45,S,0,SHEET,0.599,610,761,0,3
C,A,0,0,S,0,SHEET,0.699,610,400,0,3
C,A,0,45,S,0,SHEET,1.6,1320,612,0,3
C,?,0,0,A,0,SHEET,0.5,609.9,612,0,5
C,A,0,45,S,0,COIL,0.301,1320,0,0,3
C,K,65,0,?,0,COIL,3.2,640,0,500,3
C,A,0,0,S,0,SHEET,0.6,610,762,0,3
C,A,0,0,?,0,COIL,0.6,249.9,0,0,5
C,R,0,0,S,0,COIL,0.7,610,0,0,3
C,R,0,0,S,0,SHEET,3.2,1300,762,0,3
C,A,0,0,S,0,SHEET,1.599,1320,762,0,3
C,A,0,0,S,0,COIL,0.8,609.9,0,0,3
C,A,0,60,?,0,COIL,1.9,1135,0,600,3
C,V,0,0,S,0,COIL,0.699,609.9,0,0,3
C,A,0,0,S,0,COIL,0.699,610,0,0,3
C,R,0,0,S,0,SHEET,0.8,1320,762,0,2
C,R,0,0,S,0,COIL,0.901,966,0,0,3
C,A,0,0,S,0,SHEET,0.7,610,762,0,3
C,A,0,0,S,0,COIL,0.8,75,0,0,3
C,R,0,0,S,0,SHEET,0.7,1320,762,0,3
C,A,0,50,?,0,SHEET,0.601,1250,762,0,3
C,A,0,60,?,0,COIL,0.799,609,0,0,3
C,R,6,0,?,0,SHEET,1,610,4880,0,3
C,A,0,50,?,0,COIL,0.6,20,0,0,3
C,K,45,0,?,0,COIL,0.6,900,0,0,3
C,R,6,0,?,0,SHEET,1,610,762,0,3
